Bénéficiaire,Nature du projet,Coût du projet (€),Subvention allouée (€),Dossier transmis par,Nature de la réserve,Part prise en charge,Département,Groupe parlementaire,Lien vers données parlementaires
LANTHEUIL,L'aménagement de l'extension de la salle des fêtes,27270,3000,DUPONT Jean-Léonce,Sénat,"0,1100110011",14,UDI,http://nossenateurs.fr/DUPONT%20Jean-Léonce/xml
LANTOSQUE,La rénovation de la chapelle Sainte-Claire,48620,15000,GIUDICELLI Colette,Sénat,"0,3085150144",6,UMP,http://nossenateurs.fr/GIUDICELLI%20Colette/xml
LANVALLAY,L'extension et la réhabilitation de la mairie,825000,10000,LE CAM Gérard,Sénat,"0,0121212121",22,CRC,http://nossenateurs.fr/LE%20CAM%20Gérard/xml
LANVAUDAN,"L'aménagement de l'entrée d'agglomération Sud-Est, RD N°145 - rue Jean Marie Pichon",284000,15000,LE SCOUARNEC Michel,Sénat,"0,0528169014",56,CRC,http://nossenateurs.fr/LE%20SCOUARNEC%20Michel/xml
LAPANOUSE-DE-CERNON,L'aménagement intérieur et extérieur d'une salle communale (2ème tranche),20408,4000,0,Réserve ministérielle,"0,196001568",12,,
LAPARADE,"Le réaménagement de la mairie, du bureau de poste et de la bibliothèque",224216,18000,DIEFENBACHER Michel,Assemblée nationale,"0,0802797303",47,UMP,http://2007.nosdeputes.fr/DIEFENBACHER%20Michel/xml
LAPERCHE,La restauration intérieure de l'église Saint-Blaise de Moirax,129500,10000,ACCOYER Bernard,Assemblée nationale,"0,0772200772",47,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LAPEYROUSE,"La réfection du bâtiment communal, la restauration extérieure de l'église (travaux supplémentaires) et l'acquisition d'équipements divers pour la salle polyvalente",90465,45000,MICHEL Jean,Assemblée nationale,"0,4974299453",63,SRC,http://2007.nosdeputes.fr/MICHEL%20Jean/xml
LAPRUGNE,La restauration des piliers en pierres de l'église,21515,10757,CHARASSE Gérard,Assemblée nationale,"0,4999767604",3,SRC,http://2007.nosdeputes.fr/CHARASSE%20Gérard/xml
LAQUENEXY,L'acquisition d'un défibrillateur cardiaque automatique et d'une armoire externe,2166,1083,MASSON Jean-Louis,Sénat,"0,5",57,,http://nossenateurs.fr/MASSON%20Jean-Louis/xml
LARAJASSE,L'acquisition d'une cureuse,4912,2456,BUFFET François-Noël,Sénat,"0,5",69,UMP,http://nossenateurs.fr/BUFFET%20François-Noël/xml
LARBEY,L'aménagement du bourg et l'accessibilité aux personnes handicapées,55900,5000,EMMANUELLI Henri,Assemblée nationale,"0,0894454383",40,SRC,http://2007.nosdeputes.fr/EMMANUELLI%20Henri/xml
L'ARBRESLE,"Le réaménagement d'un terrain multisports, quartier du Chambard",36352,11500,LE MENN Jacky,Sénat,"0,3163512324",69,,http://nossenateurs.fr/LE%20MENN%20Jacky/xml
LARDY,"La construction d'un plateau surélevé et d'un arrêt de bus devant le gymnase René Grenault, rue de Panserot",96041,20000,LE MENN Jacky,Sénat,"0,2082443956",91,,http://nossenateurs.fr/LE%20MENN%20Jacky/xml
LARIVIERE-ARNONCOURT,L'aménagement des chemins de Labondice et du Fort Ferré,38056,12000,GUENE Charles,Sénat,"0,3153247845",52,UMP,http://nossenateurs.fr/GUENE%20Charles/xml
LARMOR-BADEN,"L'acquisition d'un camion-benne, d'une remorque avec tonne à eau et d'une broyeuse à bois pour les services techniques",49569,24000,GOULARD François,Assemblée nationale,"0,4841735762",56,UMP,http://2007.nosdeputes.fr/GOULARD%20François/xml
LARMOR-PLAGE,L'aménagement d'un espace de jeux au parc de Toulhars,13624,6000,ROUILLARD Gwendal,Assemblée nationale,"0,4403992954",56,SRC,http://2007.nosdeputes.fr/ROUILLARD%20Gwendal/xml
LARNOD,L'aménagement d'une nouvelle salle de classe,13132,6000,BRANGET Françoise,Assemblée nationale,"0,4568991776",25,UMP,http://2007.nosdeputes.fr/BRANGET%20Françoise/xml
LAROCHEMILLAY,La réfection du Monument aux Morts,23768,1000,PAUL Christian,Assemblée nationale,"0,042073376",58,SRC,http://2007.nosdeputes.fr/PAUL%20Christian/xml
LARODDE,La réfection et la mise en accessibilité de la salle des fêtes,116518,17478,GISCARD d'ESTAING Louis,Assemblée nationale,"0,1500025747",63,UMP,http://2007.nosdeputes.fr/GISCARD%20d'ESTAING%20Louis/xml
LARONXE,La réfection du château d'eau,86415,5000,HUSSON Jean-François,Sénat,"0,0578603252",54,NI,http://nossenateurs.fr/HUSSON%20Jean-François/xml
LAROQUE,L'implantation d'une réserve incendie dans le secteur de la Pradiasse,12010,4500,FAURE Martine,Assemblée nationale,"0,3746877602",33,SRC,http://2007.nosdeputes.fr/FAURE%20Martine/xml
LAROQUE,L'aménagement d'une voie reliant le chemin des Vignes à la rue du Mazet,344000,10000,BRUGUIERE Marie-Thérèse,Sénat,"0,0290697674",34,UMP,http://nossenateurs.fr/BRUGUIERE%20Marie-Thérèse/xml
LAROQUE-D'OLMES,La restauration du beffroi de l'église du Saint-Sacrement,38105,7100,MARC François,Sénat,"0,1863272536",9,SOC,http://nossenateurs.fr/MARC%20François/xml
LAROQUEVIEILLE,L'aménagement de la salle de la mairie,17143,5000,MEZARD Jacques,Sénat,"0,2916642361",15,RDSE,http://nossenateurs.fr/MEZARD%20Jacques/xml
LARRE,L'aménagement des abords de la salle polyvalente,318980,10000,BOUVARD Loïc,Assemblée nationale,"0,0313499279",56,UMP,http://2007.nosdeputes.fr/BOUVARD%20Loïc/xml
LARRE,La sécurisation du carrefour de Kériel,71140,10000,HERVIAUX Odette,Sénat,"0,1405678943",56,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
LARRESSINGLE,La restauration et la consolidation des remparts (2ème tranche - secteurs A et B),249887,2500,VALL Raymond,Sénat,"0,010004522",32,RDSE,http://nossenateurs.fr/VALL%20Raymond/xml
LARRIVOIRE,La construction d'un auvent en extension de la salle de convivialité,45237,11000,DALLOZ Marie-Christine,Assemblée nationale,"0,2431637819",39,UMP,http://2007.nosdeputes.fr/DALLOZ%20Marie-Christine/xml
LARROQUE-SUR-L'OSSE,La réhabilitation et l'extension de la salle des fêtes,239000,10000,de MONTESQUIOU Aymeri,Sénat,"0,0418410042",32,UDI,http://nossenateurs.fr/de%20MONTESQUIOU%20Aymeri/xml
LARROQUE-TOIRAC,L'enfouissement des réseaux secs (2ème tranche),103400,4000,LAUNAY Jean,Assemblée nationale,"0,0386847195",46,SRC,http://2007.nosdeputes.fr/LAUNAY%20Jean/xml
LASSAY-LES-CHATEAUX,La restructuration de la mairie et de la salle communale de La Baroche-Gondouin,22187,8401,FAVENNEC Yannick,Assemblée nationale,"0,3786451526",53,UMP,http://2007.nosdeputes.fr/FAVENNEC%20Yannick/xml
LASSERAN,La construction d'un local pour les jeunes,102155,5000,VALL Raymond,Sénat,"0,0489452303",32,RDSE,http://nossenateurs.fr/VALL%20Raymond/xml
LASSERRE,L'aménagement de la salle des fêtes,17535,5000,DIONIS du SEJOUR Jean,Assemblée nationale,"0,2851439977",47,NC,http://2007.nosdeputes.fr/DIONIS%20du%20SEJOUR%20Jean/xml
LASSEUBE,L'extension et la mise en accessibilité de la salle polyvalente,595231,10000,MARC François,Sénat,"0,0168002003",64,SOC,http://nossenateurs.fr/MARC%20François/xml
LAUDREFANG,L'implantation de haies,3922,1500,0,Réserve ministérielle,"0,3824579296",57,,
LAUMESFELD,L'aménagement de la traverse de Calembourg (tranches ferme et conditionnelle),362735,50000,0,Réserve ministérielle,"0,1378416751",57,,
LAUNAY,La réfection de la passerelle piétonne sur la Risle,18930,5000,NICOLAS Jean-Pierre,Assemblée nationale,"0,264131009",27,UMP,http://2007.nosdeputes.fr/NICOLAS%20Jean-Pierre/xml
LAUNOY,La réfection de la toiture de la mairie,3118,1500,VASSEUR Isabelle,Assemblée nationale,"0,4810776139",2,UMP,http://2007.nosdeputes.fr/VASSEUR%20Isabelle/xml
LAURAC-EN-VIVARAIS,La rénovation du parvis de la poste,17150,7000,RAOUL Daniel,Sénat,"0,4081632653",7,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
LAUREDE,L'aménagement intérieur et la mise aux normes de la mairie et de l'agence postale,46000,20000,EMMANUELLI Henri,Assemblée nationale,"0,4347826087",40,SRC,http://2007.nosdeputes.fr/EMMANUELLI%20Henri/xml
LAURET,La restauration du presbytère (programme 2012),18340,8491,LECOU Robert,Assemblée nationale,"0,4629770992",34,UMP,http://2007.nosdeputes.fr/LECOU%20Robert/xml
LAURIS,La réhabilitation du centre ancien du village (1ère phase),300000,10000,DUFAUT Alain,Sénat,"0,0333333333",84,UMP,http://nossenateurs.fr/DUFAUT%20Alain/xml
LAUTREC,La mise aux normes de sécurité et d'accessibilité de la mairie,173700,9000,REINER Daniel,Sénat,"0,0518134715",81,SOC,http://nossenateurs.fr/REINER%20Daniel/xml
LAUW,La restructuration de la mairie et la mise aux normes d'accessibilité de l'école élémentaire,311347,5000,TROENDLE Catherine,Sénat,"0,0160592522",68,UMP,http://nossenateurs.fr/TROENDLE%20Catherine/xml
LAUWIN-PLANQUE,L'aménagement de jardins familiaux à l'entrée du village,80079,17000,DOLEZ Marc,Assemblée nationale,"0,2122903633",59,GDR,http://2007.nosdeputes.fr/DOLEZ%20Marc/xml
LAUZACH,La construction d'une mairie,852405,15000,BOUVARD Loïc,Assemblée nationale,"0,0175972689",56,UMP,http://2007.nosdeputes.fr/BOUVARD%20Loïc/xml
LAUZERVILLE,"La restauration des vitraux et de l'éclairage intérieur de l'église Saint-Michel, la réfection du mur du cimetière et la pose d'une barrière de sécurité",464623,10000,LABORDE Françoise,Sénat,"0,021522826",31,RDSE,http://nossenateurs.fr/LABORDE%20Françoise/xml
LAVAL,Travaux de remplacement de la conduite d'alimentation en eau potable et la mise en séparatif du réseau d'assainissement sous le chemin du Fuzier,126759,17568,DAVID Annie,Sénat,"0,1385937093",38,CRC,http://nossenateurs.fr/DAVID%20Annie/xml
LAVAL-DE-CERE,La réfection et la mise aux normes des bâtiments école-cantine,34390,10000,LAUNAY Jean,Assemblée nationale,"0,2907822041",46,SRC,http://2007.nosdeputes.fr/LAUNAY%20Jean/xml
LAVAL-EN-LAONNOIS,L'extension et l'aménagement de la mairie,375500,8000,DOSIERE René,Assemblée nationale,"0,0213049268",2,SRC,http://2007.nosdeputes.fr/DOSIERE%20René/xml
LAVALETTE,"L'effacement du réseau de télécommunication, route départementale n° 57 (1ère tranche)",29283,10000,CHATILLON Alain,Sénat,"0,3414950654",31,UMP,http://nossenateurs.fr/CHATILLON%20Alain/xml
LAVAL-SUR-LUZEGE,La neutralisation et la reminéralisation de la ressource en eau du Saleix,242000,10000,HERVIAUX Odette,Sénat,"0,041322314",19,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
LAVANNES,Le renforcement et la réfection du réseau d'eaux pluviales,56007,17000,ACCOYER Bernard,Assemblée nationale,"0,3035334869",51,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LAVASTRIE,L'aménagement d'un terrain de jeux dans le bourg,43600,5000,MEZARD Jacques,Sénat,"0,1146788991",15,RDSE,http://nossenateurs.fr/MEZARD%20Jacques/xml
LAVAU,La réhabilitation du système de chauffage de la mairie,34892,6000,ADNOT Philippe,Sénat,"0,1719591884",10,NI,http://nossenateurs.fr/ADNOT%20Philippe/xml
LAVAU,"L'aménagement de trottoirs au chemin de servitude du cimetière et la réfection des trottoirs, route d'Arquian et rues des Chaudronniers et de l'Abreuvoir",27847,5000,BORDIER Pierre,Sénat,"0,179552555",89,UMP,http://nossenateurs.fr/BORDIER%20Pierre/xml
LAVAUR,La réfection de l'ouvrage d'art pont de l'ancienne piscine,115000,50000,0,Réserve ministérielle,"0,4347826087",81,,
LAVAUR,"La construction d'une salle de réunion, de vestiaires et de sanitaires pour le club de tennis",125000,60000,0,Réserve ministérielle,"0,48",81,,
LAVERNHE-DE-SEVERAC,L'acquisition d'un photocopieur,2955,1364,HERVIAUX Odette,Sénat,"0,4615905245",12,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
LAVERNOSE-LACASSE,"La construction d'un giratoire sur la RD 49, route de Longages",340941,10000,CHATILLON Alain,Sénat,"0,029330588",31,UMP,http://nossenateurs.fr/CHATILLON%20Alain/xml
LAVEYRON,La construction d'un parking d'accès aux berges du Rhône,194660,4500,THORAVAL Marie-Hélène,Assemblée nationale,"0,02311723",26,UMP,http://2007.nosdeputes.fr/THORAVAL%20Marie-Hélène/xml
LAVIEU,La construction d'une mairie,352368,10000,MARC François,Sénat,"0,0283794215",42,SOC,http://nossenateurs.fr/MARC%20François/xml
LAVINCOURT,"La réfection de la voirie, rue de l'Eglise",14083,2500,PANCHER Bertrand,Assemblée nationale,"0,1775189945",55,UMP,http://2007.nosdeputes.fr/PANCHER%20Bertrand/xml
LAVIOLLE,La réfection de la place de la Mairie et des abords du cimetière,28626,7000,ACCOYER Bernard,Assemblée nationale,"0,2445329421",7,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LAVONCOURT,La rénovation et la restructuration du bâtiment communal,251517,10000,MARC François,Sénat,"0,0397587439",70,SOC,http://nossenateurs.fr/MARC%20François/xml
LAVOURS,L'acquisition d'un défibrillateur cardiaque,1873,936,GOY-CHAVENT Sylvie,Sénat,"0,4997330486",1,UDI,http://nossenateurs.fr/GOY-CHAVENT%20Sylvie/xml
LAVOUTE-SUR-LOIRE,"L'acquisition d'une propriété cadastrée B 1044 pour l'aménagement d'un local de chasse situé au lieu-dit ""Le Petit Clos""",20771,10385,BOYER Jean,Sénat,"0,499975928",43,UDI,http://nossenateurs.fr/BOYER%20Jean/xml
LAVOUTE-SUR-LOIRE,L'aménagement de trottoirs et le déplacement de la conduite d'eau potable sur le pont de la route départementale 103,12832,1933,BOYER Jean,Sénat,"0,1506390274",43,UDI,http://nossenateurs.fr/BOYER%20Jean/xml
LAXOU,L'aménagement du parc de l'Hôtel de ville,630000,20000,0,Réserve ministérielle,"0,0317460317",54,,
LAXOU,L'aménagement du site Pasteur en Maison de la vie associative et du temps libre (1ère et 2ème tranches),590000,20000,0,Réserve ministérielle,"0,0338983051",54,,
LAY,Le remplacement des fenêtres de la salle communale,23098,3000,MARC François,Sénat,"0,129881375",42,SOC,http://nossenateurs.fr/MARC%20François/xml
LAY-SAINT-CHRISTOPHE,L'aménagement d'un terrain multisports,70000,7000,HENART Laurent,Assemblée nationale,"0,1",54,UMP,http://2007.nosdeputes.fr/HENART%20Laurent/xml
LAY-SAINT-REMY,"L'enfouissement des réseaux secs, rue du Lavoir  (tranche conditionnelle n°4)",34267,15000,REINER Daniel,Sénat,"0,4377389325",54,SOC,http://nossenateurs.fr/REINER%20Daniel/xml
LAZENAY,L'aménagement du centre bourg (tranche conditionnelle),93173,15000,POINTEREAU Rémy,Sénat,"0,160990845",18,UMP,http://nossenateurs.fr/POINTEREAU%20Rémy/xml
LE BARDON,L'informatisation des écoles maternelle et primaire,24181,10000,GROUARD Serge,Assemblée nationale,"0,4135478268",45,UMP,http://2007.nosdeputes.fr/GROUARD%20Serge/xml
LE BEAGE,"L'aménagement de salles de pratique artistique, d'une cantine et d'une salle de restauration à l'école",304950,15000,RAOUL Daniel,Sénat,"0,0491883915",7,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
LE BEC-HELLOUIN,La pose de panneaux signalétiques,5363,2500,NICOLAS Jean-Pierre,Assemblée nationale,"0,4661570017",27,UMP,http://2007.nosdeputes.fr/NICOLAS%20Jean-Pierre/xml
LE BEC-THOMAS,"Le remplacement de bornes incendie, rue de la Mairie et route des Paillards",3766,1883,BOURDIN Joël,Sénat,"0,5",27,UMP,http://nossenateurs.fr/BOURDIN%20Joël/xml
LE BEC-THOMAS,"Travaux d'éclairage public, rue de l'Eglise",11213,2500,PONIATOWSKI Ladislas,Sénat,"0,2229554981",27,UMP,http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
LE BELIEU,La réfection de la façade du bâtiment Saint-Agnès,21628,3000,BINETRUY Jean-Marie,Assemblée nationale,"0,1387090808",25,UMP,http://2007.nosdeputes.fr/BINETRUY%20Jean-Marie/xml
LE BERSAC,La réfection de la voirie (programme 2012),21590,10795,MARTINEZ Henriette,Assemblée nationale,"0,5",5,UMP,http://2007.nosdeputes.fr/MARTINEZ%20Henriette/xml
LE BIGNON-DU-MAINE,L'acquisition de matériel informatique,8771,2546,ZOCCHETTO François,Sénat,"0,2902747691",53,UDI,http://nossenateurs.fr/ZOCCHETTO%20François/xml
LE BIOT,L'aménagement d'un centre de loisirs à l'école primaire François Hugo,155083,10000,FRANCINA Marc,Assemblée nationale,"0,0644816002",74,UMP,http://2007.nosdeputes.fr/FRANCINA%20Marc/xml
LE BIZOT,"L'aménagement d'une mairie à l'étage du bâtiment situé 1, rue Maurice Vermot",71120,1800,HUMBERT Jean-François,Sénat,"0,0253093363",25,UMP,http://nossenateurs.fr/HUMBERT%20Jean-François/xml
LE BLANC-MESNIL,L'acquisition d'instruments de musique et de matériel de sonorisation pour le Conservatoire,66500,33250,BUFFET Marie-George,Assemblée nationale,"0,5",93,GDR,http://2007.nosdeputes.fr/BUFFET%20Marie-George/xml
LE BOCASSE,"L'aménagement des VRD, divers travaux horticoles et l'acquisition d'équipements de cuisine pour la salle de restaurant",134518,50000,0,Réserve ministérielle,"0,371697468",76,,
LE BOIS-ROBERT,Le remplacement de la chaudière de la mairie-école,8939,3000,TRASSY-PAILLOGUES Alfred,Assemblée nationale,"0,3356080098",76,UMP,http://2007.nosdeputes.fr/TRASSY-PAILLOGUES%20Alfred/xml
LE BOSC-ROGER-EN-ROUMOIS,Travaux d'éclairage public à l'église et rue des Canadiens,8992,2000,PONIATOWSKI Ladislas,Sénat,"0,2224199288",27,UMP,http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
LE BOUCHAUD,"La réfection des enduits, de la toiture (2ème partie) et des menuiseries extérieures du bâtiment scolaire",24027,1800,DERIOT Gérard,Sénat,"0,0749157198",3,UMP,http://nossenateurs.fr/DERIOT%20Gérard/xml
LE BOULAY,La restauration des vitraux de l'église,5632,2000,LANCELIN Raymond,Assemblée nationale,"0,3551136364",37,UMP,http://2007.nosdeputes.fr/LANCELIN%20Raymond/xml
LE BOURGET,La réfection de la voirie (programme 2011),208958,100000,LAGARDE Jean-Christophe,Assemblée nationale,"0,4785650705",93,NC,http://2007.nosdeputes.fr/LAGARDE%20Jean-Christophe/xml
LE BOURGET,La réfection de la voirie (programme 2012),373246,40000,CAPO-CANELLAS Vincent,Sénat,"0,1071679268",93,UDI,http://nossenateurs.fr/CAPO-CANELLAS%20Vincent/xml
LE BOURGUET,La réhabilitation de l'ancienne mairie en logements (2ème tranche),154129,10000,TRUCY François,Sénat,"0,0648807168",83,UMP,http://nossenateurs.fr/TRUCY%20François/xml
LE BREIL-SUR-MERIZE,L'aménagement des abords de la salle polyvalente,141381,14832,CLEACH Marcel-Pierre,Sénat,"0,1049080145",72,UMP,http://nossenateurs.fr/CLEACH%20Marcel-Pierre/xml
LE BREUIL-EN-BESSIN,L'aménagement d'un tourne-à-gauche sur la RD 5 et la Voie communale n°1 au quartier de Goville,204652,10000,LEFRANC Jean-Marc,Assemblée nationale,"0,0488634365",14,UMP,http://2007.nosdeputes.fr/LEFRANC%20Jean-Marc/xml
LE BUISSON-DE-CADOUIN,La construction d'un pôle d'animation culturelle,662500,8000,RAOUL Daniel,Sénat,"0,0120754717",24,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
LE CAMBOUT,La réhabilitation de l'ancienne salle paroissiale en salle des associations et bibliothèque,183450,24000,LE FUR Marc,Assemblée nationale,"0,1308258381",22,UMP,http://2007.nosdeputes.fr/LE%20FUR%20Marc/xml
LE CANNET,"La démolition des bâtiments situés 11 à 15, avenue Franklin Roosevelt et 347, avenue de Grasse dans le cadre de l'aménagement d'un éco-quartier",229726,50000,TABAROT Michèle,Assemblée nationale,"0,2176505924",6,UMP,http://2007.nosdeputes.fr/TABAROT%20Michèle/xml
LE CARLA-BAYLE,L'aménagement de l'entrée sud du village,149993,20000,FABIUS Laurent,Assemblée nationale,"0,1333395558",9,SRC,http://2007.nosdeputes.fr/FABIUS%20Laurent/xml
LE CARLA-BAYLE,L'acquisition d'une sculpture dans le cadre de l'aménagement de l'entrée sud du village,46600,20000,FABIUS Laurent,Assemblée nationale,"0,4291845494",9,SRC,http://2007.nosdeputes.fr/FABIUS%20Laurent/xml
LE CATEAU-CAMBRESIS,"La restauration du vitrail ""Joie"" du groupe scolaire Herbin",54620,10000,HERVIAUX Odette,Sénat,"0,1830831197",59,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
LE CATELIER,L'aménagement et la sécurisation du virage de Bellemare,36310,8000,ACCOYER Bernard,Assemblée nationale,"0,2203249793",76,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LE CAYROL,L'aménagement des villages du Cayrol et d'Anglars (tranches 1 à 3),508329,17000,CENSI Yves,Assemblée nationale,"0,033442908",12,UMP,http://2007.nosdeputes.fr/CENSI%20Yves/xml
LE CELLIER,"L'installation d'une micro station d'épuration et l'acquisition d'équipements sanitaires afin de desservir un terrain communal servant d'aire d'accueil pour des familles ""Rom""",68833,8000,RAOUL Daniel,Sénat,"0,1162233231",44,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
